CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c4,음식점,옛정의골 식당,제주특별자치도 서귀포시 표선면 중산간동로 4592,2023,174,29,26,20,32,37,27,3,0,0,0,0,0
c4,음식점,옛촌전복,제주특별자치도 서귀포시 안덕면 사계로 189,2023,110,0,0,0,0,0,26,26,14,22,11,6,5
c4,음식점,오가네전복설렁탕,제주특별자치도 서귀포시 중산간동로 7738,2023,551,62,50,58,70,58,62,31,36,42,34,31,17
c4,음식점,오끼416갤러리,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,2023,158,33,17,28,26,27,19,8,0,0,0,0,0
c4,음식점,오누이밥상,제주특별자치도 제주시 추자면 추자로 68,2023,146,16,13,19,23,20,11,10,12,12,6,3,1
c4,음식점,오는정김밥,제주특별자치도 서귀포시 동문동로 2,2023,954,121,73,78,94,96,95,71,67,55,57,72,75
c4,음식점,오늘은 녹차한잔&쇼핑,제주특별자치도 서귀포시 표선면 중산간동로 4772,2023,647,83,44,70,93,88,63,46,32,28,34,38,28
c4,음식점,오데뜨,제주특별자치도 제주시 한림읍 중산간서로 4995-6,2023,377,57,39,36,28,42,35,32,38,24,21,12,13
c4,음식점,오동여식당,제주특별자치도 제주시 추자면 추자로 20,2023,170,9,12,20,20,20,19,15,14,16,18,4,3
c4,음식점,오드랑베이커리,제주특별자치도 제주시 조천읍 조함해안로 552-3,2023,331,43,30,40,48,31,30,25,21,27,15,11,10
c4,음식점,오드씽,제주특별자치도 제주시 고다시길 25,2023,51,0,0,0,0,0,0,17,8,14,5,4,3
c4,음식점,오또도넛,제주특별자치도 서귀포시 중문상로 87,2023,238,35,20,37,33,29,22,16,10,15,12,5,4
c4,음식점,오라디오라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102,2023,269,37,31,29,31,35,35,16,18,17,9,9,2
c4,음식점,오라방라운지,제주특별자치도 제주시 은수길 69,2023,54,0,0,0,0,0,0,13,12,8,13,6,2
c4,음식점,오라숲소리,제주특별자치도 제주시 오라로 80,2023,598,75,42,109,66,61,39,29,39,38,41,30,29
c4,음식점,오라오거리정식,제주시 서광로 103,2023,2,2,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,오로라식당,제주특별자치도 제주시 우도면 우도로 174 농협 건너편,2023,18,18,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,오롯,제주특별자치도 제주시 신설로11길 2-10,2023,47,0,0,0,0,4,8,12,4,10,5,2,2
c4,음식점,오르다키친,제주시 애월읍 애월해안로 672,2023,1,1,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,오르막가든,제주특별자치도 서귀포시 대포중앙로 12,2023,164,22,11,20,25,17,15,13,12,11,11,5,2
c4,음식점,오르미,제주특별자치도 제주시 서회천길 18-1 1층,2023,100,0,0,0,0,0,16,24,11,15,20,2,12
c4,음식점,오르미,제주특별자치도 제주시 서회천길 33,2023,117,26,26,18,23,24,0,0,0,0,0,0,0
c4,음식점,오르바,제주특별자치도 서귀포시 보목포로 78,2023,49,0,0,0,0,0,7,9,6,8,9,3,7
c4,음식점,오른(orrrn),제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,2023,49,0,0,0,0,0,0,12,5,11,11,9,1
c4,음식점,오름나그네,제주특별자치도 제주시 조천읍 선교로 525,2023,43,0,0,0,0,0,0,14,5,10,12,1,1
c4,음식점,오마이양대창 제주외도점,제주특별자치도 제주시 우정로 20,2023,253,40,26,45,54,36,40,12,0,0,0,0,0
c4,음식점,오마이파운드,제주특별자치도 제주시 은남4길 40,2023,22,0,0,0,0,0,0,7,4,5,2,2,2
c4,음식점,오만과자점,제주특별자치도 제주시 원당로3길 26,2023,62,0,0,0,0,0,8,15,7,12,11,7,2
c4,음식점,오만정성 제주협재점,제주특별자치도 제주시 한림읍 일주서로 5083,2023,77,0,0,0,0,1,14,16,13,9,8,4,12
c4,음식점,오백장군과 까마귀,제주특별자치도 서귀포시 영실로 495,2023,1041,176,99,83,100,108,94,29,58,60,95,73,66
c4,음식점,오버더센스,제주특별자치도 서귀포시 칠십리로 655,2023,67,0,0,0,0,0,0,0,19,19,14,7,8
c4,음식점,오복떡집,제주특별자치도 제주시 동문로2길 10,2023,397,55,40,60,54,24,48,34,16,40,17,7,2
c4,음식점,오션컬러,제주특별자치도 제주시 조천읍 조함해안로 378,2023,50,0,0,0,0,0,0,15,9,11,7,5,3
c4,음식점,오솔길,제주특별자치도 제주시 임항로 264,2023,294,31,18,41,41,41,26,26,14,26,15,11,4
c4,음식점,오아모이,제주특별자치도 서귀포시 성산읍 신양로 82,2023,66,0,0,0,0,0,4,17,12,13,11,4,5
c4,음식점,오일등식당,제주특별자치도 제주시 도공로 22-1,2023,172,15,17,20,13,23,19,19,15,15,10,2,4
c4,음식점,오전열한시,제주특별자치도 서귀포시 상예로 248,2023,73,0,0,0,0,0,8,14,10,11,10,7,13
c4,음식점,오조해녀의 집,제주특별자치도 서귀포시 성산읍 한도로 141-13,2023,372,36,34,37,44,31,30,31,20,26,25,37,21
c4,음식점,오지힐 제주,제주특별자치도 제주시 한경면 일주서로 4469,2023,57,0,0,0,0,0,0,12,6,10,18,4,7
c4,음식점,오캄,제주특별자치도 제주시 정실3길 118,2023,128,13,7,13,11,18,9,19,5,13,10,9,1
c4,음식점,오쿠다,제주특별자치도 제주시 구남동4길 45,2023,1,0,0,0,1,0,0,0,0,0,0,0,0
c4,음식점,오쿠다 이도점,제주특별자치도 제주시 구남동4길 45,2023,325,47,28,20,40,32,28,21,26,30,27,9,17
c4,음식점,오크라,제주특별자치도 제주시 한림읍 귀덕14길 57-2,2023,60,0,0,0,0,0,0,12,8,12,17,6,5
c4,음식점,오현불백,제주특별자치도 제주시 성지로 58-2,2023,288,32,8,38,51,44,35,26,14,15,5,3,17
c4,음식점,오후새우시,제주특별자치도 서귀포시 천제연로 184,2023,63,0,0,0,0,0,9,14,9,10,11,7,3
c4,음식점,옥돔식당,제주특별자치도 서귀포시 대정읍 신영로36번길 62,2023,621,82,71,55,82,59,66,47,34,34,40,26,25
c4,음식점,옥란면옥,제주특별자치도 제주시 조천읍 신북로 163,2023,75,0,0,0,0,0,8,18,11,18,13,4,3
c4,음식점,옥만이네,제주특별자치도 제주시 한림읍 한림해안로 160,2023,274,47,23,35,37,29,18,24,17,16,13,10,5
c4,음식점,온더스톤브런치카페제주성산점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,2023,51,0,0,0,0,0,4,13,8,11,10,3,2
c4,음식점,온오프,제주특별자치도 제주시 우도면 우도해안길 876,2023,218,14,15,25,32,33,27,21,12,14,15,5,5
c4,음식점,올댓제주,제주특별자치도 제주시 중앙로1길 33 2층,2023,174,27,14,16,20,17,20,12,10,13,11,7,7
c4,음식점,올드캡,제주특별자치도 서귀포시 안덕면 녹차분재로 58,2023,48,0,0,0,0,0,0,12,6,11,11,6,2
c4,음식점,올디벗구디,제주특별자치도 서귀포시 일주서로 330,2023,164,21,14,18,20,16,15,14,10,12,14,8,2
c4,음식점,올래국수,제주특별자치도 제주시 귀아랑길 24 (연동),2023,2835,295,285,268,286,333,247,244,201,177,182,146,171
c4,음식점,올래회어촌,제주특별자치도 제주시 테우해안로 166 (이호일동),2023,252,33,17,21,24,31,27,21,25,23,13,10,7
c4,음식점,올랭이와물꾸럭,제주특별자치도 서귀포시 대정읍 신영로 93-5,2023,363,66,22,24,39,28,29,22,20,23,16,30,44
c4,음식점,올레 흑돼지 김치말이,제주특별자치도 서귀포시 중정로61번길 20,2023,48,0,0,0,0,0,7,9,8,5,7,2,10
c4,음식점,올레7돈 (올레칠돈),제주특별자치도 서귀포시 월평하원로 20,2023,484,56,46,55,45,45,29,45,33,36,31,34,29
c4,음식점,올레산야초,제주특별자치도 제주시 애월읍 유수암서길 57,2023,298,19,25,33,30,32,29,34,20,27,27,16,6
c4,음식점,올레삼다정,제주특별자치도 서귀포시 태평로537번길 48,2023,163,21,13,20,16,23,9,16,8,14,13,4,6
c4,음식점,올레수산회센터,제주도 서귀포시 중정로 61번길 12,2023,861,136,80,113,83,80,62,67,60,55,37,36,52
c4,음식점,올레시장 치즈마농랍스터,제주특별자치도 서귀포시 중정로61번길 14,2023,37,0,0,0,0,0,1,15,1,4,5,4,7
c4,음식점,올레실내포장마차,제주특별자치도 제주시 추자면 추자로 52,2023,163,16,15,21,13,12,20,16,12,19,8,4,7
c4,음식점,올레왕갈치,제주특별자치도 서귀포시 중앙로42번길 9,2023,52,0,0,0,0,1,8,9,10,8,6,7,3
c4,음식점,올티스,제주특별자치도 제주시 조천읍 거문오름길 23-58,2023,292,36,28,31,41,36,38,26,12,12,11,10,11
c4,음식점,옵써빵집,제주특별자치도 서귀포시 표선면 표선동서로 240,2023,348,36,31,30,39,38,44,34,25,28,21,13,9
c4,음식점,옹포별장가든,제주특별자치도 제주시 한림읍 한림상로 24,2023,314,42,22,38,35,42,24,40,18,19,14,13,7
c4,음식점,와랑식탁,제주특별자치도 제주시 한경면 한경해안로 512-8,2023,294,37,26,30,28,37,28,19,27,17,24,5,16
c4,음식점,와랑와랑카페,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,2023,332,40,28,37,32,34,29,25,30,29,20,12,16
c4,음식점,와르다 레스토랑,제주특별자치도 제주시 관덕로8길 24-1,2023,326,23,15,26,30,46,29,41,21,21,33,26,15
c4,음식점,와토커피,제주특별자치도 서귀포시 대정읍 동일하모로 238,2023,293,34,27,37,40,34,28,24,24,15,14,9,7
c4,음식점,와팡,제주특별자치도 서귀포시 이어도로 36-30,2023,323,37,32,31,32,39,35,19,30,31,16,11,10
c4,음식점,와흘밥상,제주특별자치도 제주시 조천읍 남조로 2228,2023,107,0,0,0,0,0,0,18,17,17,26,12,17
c4,음식점,왓섬,제주특별자치도 제주시 오등4길 3,2023,138,14,7,14,14,12,20,16,11,14,11,5,0
c4,음식점,외도339,제주특별자치도 제주시 일주서로 7345,2023,334,42,26,28,42,38,27,29,25,26,22,15,14
c4,음식점,요리하는 목수,제주특별자치도 제주시 애월읍 애월해안로 664,2023,111,111,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,요요무문,제주특별자치도 제주시 구좌읍 해맞이해안로 1102,2023,159,22,7,18,18,17,11,12,17,19,11,4,3
c4,음식점,요우르,제주특별자치도 제주시 조천읍 조함해안로 343,2023,250,40,24,20,21,29,22,22,18,21,18,10,5
c4,음식점,용꽈배기,제주특별자치도 제주시 서광로30길 3,2023,186,30,13,16,14,18,29,10,18,13,8,7,10
c4,음식점,용담밭담,제주특별자치도 제주시 서천길 16,2023,303,40,32,44,46,33,26,19,17,23,13,8,2
c4,음식점,용담생국수,제주특별자치도 제주시 용담로 95,2023,119,9,8,11,9,19,19,12,3,15,5,5,4
c4,음식점,용두성,제주특별자치도 제주시 용두암길 18,2023,42,0,0,0,0,0,0,7,7,11,10,3,4
c4,음식점,용두암 바당회국수,제주시 서해안로 614,2023,357,37,26,70,54,55,37,20,15,18,14,3,8
c4,음식점,용두암엄마해장국,제주특별자치도 제주시 용마로 24,2023,42,0,0,0,0,0,3,10,3,12,5,5,4
c4,음식점,용두암해녀촌,제주특별자치도 제주시 용해로 11,2023,563,60,67,83,86,51,47,38,30,22,30,39,10
c4,음식점,용림식당,제주특별자치도 서귀포시 안덕면 사계남로 170-1,2023,270,45,21,22,30,24,25,14,23,21,18,7,20
c4,음식점,용소담,제주특별자치도 제주시 흥운길 103,2023,25,0,0,0,0,2,3,6,0,7,2,2,3
c4,음식점,용연보말칼국수,제주특별자치도 제주시 흥운길 77,2023,43,0,0,0,0,1,6,12,2,7,2,7,6
c4,음식점,용왕난드르식당,제주특별자치도 서귀포시 안덕면 대평감산로 8,2023,14,0,0,0,0,0,0,0,0,0,0,0,14
c4,음식점,용왕난드르음식점,제주특별자치도 서귀포시 안덕면 대평감산로 8,2023,80,0,0,0,0,0,5,14,13,14,20,14,0
c4,음식점,용이식당,제주특별자치도 서귀포시 중앙로79번길 9 1층,2023,111,0,0,0,0,0,26,21,10,10,12,8,24
c4,음식점,용이식당,제주특별자치도 서귀포시 천지로 40,2023,124,27,20,25,25,27,0,0,0,0,0,0,0
c4,음식점,용출횟집,제주특별자치도 제주시 용담3동 505,2023,130,25,6,12,20,15,8,15,9,9,8,1,2
c4,음식점,우도 풍원,제주특별자치도 제주시 우도면 우도해안길 340,2023,374,39,34,40,40,44,36,22,23,44,19,11,22
c4,음식점,우도동식이,제주특별자치도 제주시 우도면 우도해안길 276,2023,21,21,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,우도돼지네 땅콩만두,서귀포시 중정로73번길 15-1,2023,201,22,8,22,21,31,27,16,11,24,9,3,7
c4,음식점,우도면파전리,제주특별자치도 제주시 우도면 우도해안길 388,2023,205,27,8,18,25,27,27,16,16,20,10,7,4
c4,음식점,우도몬딱,제주특별자치도 제주시 우도면 우도해안길 794,2023,228,24,14,27,28,28,38,14,15,19,9,4,8
c4,음식점,우도아름다운소풍,제주특별자치도 제주시 우도면 우도해안길 446,2023,243,27,24,35,24,24,18,21,17,24,14,11,4
c4,음식점,우도왕자이야기,제주특별자치도 제주시 우도면 우도해안길 252,2023,389,29,25,43,39,41,49,33,38,34,28,15,15
c4,음식점,우도이야기,제주특별자치도 제주시 우도면 우도해안길 504,2023,265,30,16,34,33,26,34,22,24,24,14,4,4
c4,음식점,우도자연,제주특별자치도 제주시 우도면 우도해안길 602,2023,270,29,13,33,31,39,25,20,24,23,14,10,9
c4,음식점,우도짜장맨,제주특별자치도 제주시 우도면 우도해안길 1132,2023,416,45,30,59,61,54,55,30,22,25,17,12,6
c4,음식점,우도해광식당,제주특별자치도 제주시 우도면 하고수길 69,2023,242,24,13,34,34,21,22,21,19,24,12,9,9
c4,음식점,우도해녀식당,제주특별자치도 제주시 우도면 우도해안길 440,2023,403,29,18,45,37,53,77,36,28,32,18,7,23
c4,음식점,우도향,제주특별자치도 제주시 우도면 우도해안길 848,2023,150,15,11,20,16,15,12,13,9,13,11,5,10
c4,음식점,우드스탁,제주특별자치도 제주시 구좌읍 월정7길 52,2023,287,31,15,21,42,40,26,30,19,23,17,8,15
c4,음식점,우리동네숯불갈비,제주특별자치도 제주시 추자면 추자로 10-2,2023,297,24,16,14,52,46,30,33,20,22,14,15,11
c4,음식점,우리두리식당,제주특별자치도 제주시 구좌읍 김녕로 173,2023,463,26,37,54,50,69,46,43,21,32,33,29,23
c4,음식점,우리회수산,제주특별자치도 제주시 동문로2길 10,2023,219,54,15,13,16,17,11,9,8,14,9,22,31
c4,음식점,우림일식,제주특별자치도 제주시 도령로 28-2,2023,369,56,23,41,32,34,26,33,27,21,27,25,24
c4,음식점,우무(umu),제주특별자치도 제주시 한림읍 한림로 542-1,2023,1349,210,175,130,137,147,117,92,76,75,66,52,72
c4,음식점,우무깨식당,제주특별자치도 제주시 우도면 우도해안길 356,2023,200,27,13,22,21,13,17,13,24,26,14,6,4
c4,음식점,우뭇개일번지,제주특별자치도 서귀포시 성산읍 일출로 288,2023,200,25,17,27,19,17,12,17,13,19,17,8,9
c4,음식점,우수미회센타,제주특별자치도 제주시 연화로2길 24-1,2023,537,57,44,42,62,48,52,41,34,43,43,20,51
c4,음식점,우연못,제주특별자치도 제주시 은수길 110,2023,292,21,23,36,47,46,30,25,15,17,10,14,8
c4,음식점,"우연히,그곳",제주특별자치도 제주시 구좌읍 중산간동로 2250,2023,307,32,28,42,29,42,33,31,18,14,14,10,14
c4,음식점,우영담,제주특별자치도 제주시 애월읍 애월로 86,2023,67,0,0,0,0,3,8,18,7,11,12,8,0
c4,음식점,우유부단,제주특별자치도 제주시 한림읍 금악동길 38,2023,1404,104,139,232,140,154,133,121,103,81,71,46,80
c4,음식점,우유부단 크림공작소,제주특별자치도 제주시 관덕로8길 7-5,2023,4,4,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,우정회센타,제주특별자치도 서귀포시 중앙로54번길 38,2023,310,34,15,29,30,34,15,17,11,15,14,40,56
c4,음식점,우정횟집,제주특별자치도 제주시 서부두길 16,2023,499,36,45,56,67,56,36,42,40,34,24,35,28
c4,음식점,우주파,제주특별자치도 제주시 탑동로 81,2023,26,0,0,0,0,0,0,10,3,3,7,1,2
c4,음식점,우진해장국,제주특별자치도 제주시 서사로 11,2023,2273,231,198,217,233,184,195,188,149,148,162,201,167
c4,음식점,우호적무관심,제주특별자치도 제주시 한경면 저지12길 103,2023,69,0,0,0,0,0,9,15,9,13,11,9,3
c4,음식점,운정이네,제주특별자치도 서귀포시 안덕면 일주서로 1524,2023,115,115,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,운해횟집,제주특별자치도 서귀포시 대포로 174,2023,149,23,15,25,27,32,24,3,0,0,0,0,0
c4,음식점,울트라마린,제주특별자치도 제주시 한경면 일주서로 4611,2023,505,50,24,52,76,72,68,59,34,38,12,13,7
c4,음식점,웃뜨르우리돼지,제주특별자치도 제주시 한경면 연명로 2,2023,255,24,25,26,28,24,17,20,20,36,20,11,4
c4,음식점,웃뜨르항아리,제주특별자치도 제주시 한경면 중산간서로 3705,2023,112,0,0,0,0,0,13,20,18,25,14,9,13
c4,음식점,웅담식당,제주특별자치도 서귀포시 중앙로59번길 5,2023,153,20,18,13,19,20,15,15,8,6,8,6,5
c4,음식점,웅스키친,제주특별자치도 제주시 대동길 17-1,2023,384,53,21,44,39,41,36,20,37,30,21,22,20
c4,음식점,워터쉐드카페,제주특별자치도 제주시 조천읍 교래4길 74,2023,271,0,0,0,0,0,0,0,0,116,121,23,11
c4,음식점,원담,제주특별자치도 제주시 동광로1길 13,2023,53,0,0,0,0,0,0,0,0,0,0,0,53
c4,음식점,원당골,제주특별자치도 제주시 원당로 72,2023,392,44,24,31,34,47,40,64,26,29,23,16,14
c4,음식점,원더먼트제주,제주특별자치도 제주시 조천읍 신북로 163,2023,126,17,10,26,22,24,21,6,0,0,0,0,0
c4,음식점,원앤온리,제주특별자치도 서귀포시 안덕면 산방로 141,2023,484,63,35,62,64,59,41,37,32,41,17,19,14
c4,음식점,원조마라도짜장면,제주특별자치도 서귀포시 대정읍 마라로101번길 48,2023,199,23,11,26,31,33,24,8,9,13,9,5,7
c4,음식점,원항아리칼국수보쌈,제주특별자치도 제주시 복지로1길 11,2023,177,22,11,22,22,15,15,22,18,17,9,4,0
c4,음식점,월드컵흑돼지,제주특별자치도 서귀포시 월드컵로 74,2023,223,17,22,19,25,21,20,21,17,16,17,6,22
c4,음식점,월령203,제주특별자치도 제주시 한림읍 한림로 16-3,2023,3,3,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,월리월리,제주특별자치도 제주시 구좌읍 월정1길 70-6,2023,8,8,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,월정리 담또와,제주특별자치도 제주시 구좌읍 월정1길 62,2023,61,0,0,0,0,2,9,13,10,9,9,5,4
c4,음식점,월정리LOWA,제주특별자치도 제주시 구좌읍 해맞이해안로 472,2023,230,31,16,33,26,31,17,18,10,20,11,11,6
c4,음식점,월정리갈비밥,제주특별자치도 제주시 구좌읍 월정7길 46,2023,382,35,28,48,50,56,46,32,26,22,16,8,15
c4,음식점,월정리로와,제주특별자치도 제주시 구좌읍 해맞이해안로 472,2023,441,34,23,48,51,61,50,48,28,34,21,24,19
c4,음식점,월정리에서브런치,제주특별자치도 제주시 구좌읍 월정3길 53-4,2023,372,29,39,44,50,43,37,27,28,25,23,13,14
c4,음식점,월정조용한카페앤펍,제주특별자치도 제주시 구좌읍 월정1길 64-1,2023,91,0,0,0,0,0,0,0,17,15,19,16,24
c4,음식점,월정해녀식당,제주특별자치도 제주시 구좌읍 해맞이해안로 434,2023,284,30,27,29,43,49,28,26,14,18,12,6,2
c4,음식점,월척수산,제주특별자치도 제주시 동한두기길 42-1,2023,18,18,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,웬드구니,제주특별자치도 서귀포시 안덕면 사계신항로 1,2023,2531,66,259,317,266,344,293,302,292,247,114,25,6
c4,음식점,웰덤대게고로케 올레시장점,제주특별자치도 서귀포시 중정로73번길 13,2023,219,31,15,27,20,17,16,22,5,12,24,17,13
c4,음식점,위더스트래블,제주특별자치도 제주시 인다9길 29,2023,198,28,11,22,27,34,19,14,9,15,9,6,4
c4,음식점,위미항활어회센터,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-37,2023,700,91,59,60,74,58,58,40,43,32,37,64,84
c4,음식점,윈드스톤,제주특별자치도 제주시 애월읍 광성로 272,2023,76,4,9,8,13,8,11,10,2,3,4,2,2
c4,음식점,윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33,2023,258,32,21,16,12,22,28,18,16,64,18,6,5
c4,음식점,유기농커피 카페다,제주특별자치도 제주시 조천읍 신촌북3길 4-7,2023,144,15,13,19,27,41,22,7,0,0,0,0,0
c4,음식점,유끼네,제주특별자치도 서귀포시 표선면 성읍정의현로136번길 5-8,2023,130,20,18,12,15,18,13,12,3,9,5,4,1
c4,음식점,유나카페,서귀포시 남원읍 공천포로 81,2023,164,26,9,14,20,19,20,9,11,11,7,9,9
c4,음식점,유동커피,제주특별자치도 서귀포시 태평로 406-2,2023,1978,99,105,102,146,226,209,106,87,69,60,280,489
c4,음식점,유람위드북스,제주특별자치도 제주시 한경면 조수동2길 54-36,2023,626,73,50,63,80,81,79,55,38,37,26,24,20
c4,음식점,유리네,제주특별자치도 제주시 연북로 146,2023,542,82,32,52,68,60,53,55,47,30,26,11,26
c4,음식점,유메야마,제주특별자치도 제주시 노연로 12,2023,179,25,7,22,21,17,19,20,15,15,10,5,3
c4,음식점,유복현 식공간,제주특별자치도 서귀포시 대정읍 보성하로19번길 20,2023,13,0,0,0,0,0,0,0,0,0,0,0,13
c4,음식점,유복현식공간,제주특별자치도 서귀포시 대정읍 보성하로19번길 20,2023,355,44,29,29,49,35,36,36,25,26,20,26,0
c4,음식점,유스커피,제주특별자치도 제주시 구산로 54,2023,153,23,11,20,18,20,16,11,10,13,6,2,3
c4,음식점,유심이감성찜닭,제주특별자치도 제주시 추자면 추자로 78,2023,102,8,7,7,18,17,12,10,6,8,7,1,1
c4,음식점,육갑봉,제주특별자치도 제주시 신설로11길 2-9,2023,226,29,18,19,25,26,18,20,19,20,18,9,5
c4,음식점,육값하네식육가든,제주특별자치도 서귀포시 남원읍 남조로 141,2023,198,23,15,18,34,24,25,20,7,12,10,4,6
c4,음식점,윤옥,제주특별자치도 제주시 구남동2길 19-4,2023,198,36,16,16,28,25,19,17,12,16,8,2,3
c4,음식점,으뜨미,제주특별자치도 제주시 구좌읍 중산간동로 2287,2023,206,18,13,24,31,31,28,14,10,13,12,8,4
c4,음식점,은빛식당,제주특별자치도 제주시 중앙로1길 14,2023,89,0,0,0,0,1,5,10,16,15,26,9,7
c4,음식점,은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,2023,185,35,13,32,42,37,20,6,0,0,0,0,0
c4,음식점,은희네해장국 본점,제주특별자치도 제주시 고마로13길 8,2023,329,0,0,0,0,0,0,0,0,0,62,111,156
c4,음식점,은희네해장국 외도점,제주특별자치도 제주시 우정로15길 42-8,2023,300,33,19,30,24,27,33,35,16,22,23,20,18
c4,음식점,은희네해장국(일도점),제주특별자치도 제주시 고마로13길 8,2023,551,82,44,63,82,64,51,47,52,66,0,0,0
c4,음식점,이가,제주특별자치도 제주시 진군1길 17,2023,108,10,8,10,8,10,11,13,6,17,9,6,0
c4,음식점,이가 흑돼지,제주특별자치도 제주시 진군1길 17,2023,4,0,0,0,0,0,0,0,0,0,0,0,4
c4,음식점,이가전복,제주특별자치도 제주시 무근성길 6,2023,129,23,8,15,13,14,14,15,3,10,9,3,2
c4,음식점,이게밥도둑,제주특별자치도 제주시 삼무로7길 23,2023,257,41,9,30,23,37,27,23,11,27,12,12,5
c4,음식점,이너프,제주특별자치도 제주시 애월읍 고성8길 33,2023,206,27,12,20,33,23,24,15,12,14,15,5,6
c4,음식점,이노우에스시,제주특별자치도 제주시 과원로 78-1,2023,197,34,9,14,17,28,25,19,10,17,13,5,6
c4,음식점,이돈갓시청점,제주특별자치도 제주시 광양14길 9,2023,175,21,8,20,18,17,14,14,11,16,18,5,13
c4,음식점,이드레국수,제주특별자치도 서귀포시 천제연로 93,2023,379,46,26,33,51,54,39,27,25,32,21,14,11
c4,음식점,이런날N,제주특별자치도 제주시 구좌읍 한동북1길 60 A동 2층,2023,154,14,13,16,16,24,11,18,8,11,13,6,4
c4,음식점,이맛,제주특별자치도 제주시 추자면 추자로 24-5,2023,82,11,4,14,9,9,9,8,4,6,4,3,1
c4,음식점,이모밥상,제주특별자치도 제주시 연북로 173,2023,82,0,0,0,0,4,7,20,8,12,15,10,6
c4,음식점,이성필 커피볶는집,제주특별자치도 제주시 이도2동 광양8길 1,2023,88,19,5,13,7,8,7,5,8,7,3,1,5
c4,음식점,이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1,2023,300,43,34,32,39,35,26,23,19,20,14,9,6
c4,음식점,이어도식당,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 10-1,2023,490,44,32,45,55,46,55,34,31,32,37,43,36
c4,음식점,이어도전복해물전문점,제주특별자치도 서귀포시 태평로 485 (동홍동),2023,239,38,10,26,33,32,20,21,15,16,9,11,8
c4,음식점,이오리,제주특별자치도 제주시 도리로 53,2023,237,25,8,30,46,37,24,21,7,22,11,5,1
c4,음식점,이익새양과점,제주특별자치도 제주시 한림읍 명월성로 16,2023,465,68,34,56,62,49,34,25,18,31,24,26,38
c4,음식점,이정현 돼지갈비강정,제주특별자치도 제주시 애월읍 곽지3길 26,2023,212,0,0,0,0,0,26,47,48,42,17,15,17
c4,음식점,이조은식당,제주특별자치도 서귀포시 천제연로 97,2023,228,30,21,23,27,33,20,17,10,18,13,9,7
c4,음식점,이찌마루,제주특별자치도 제주시 구좌읍 월정1길 54-11,2023,10,10,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,이춘옥원조고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7213,2023,424,42,32,48,58,46,57,28,29,37,21,10,16
c4,음식점,인그리드,제주특별자치도 제주시 서해안로 64,2023,232,30,15,34,34,33,19,19,19,11,10,2,6
c4,음식점,인더오조,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768,2023,172,20,10,13,21,13,19,23,19,17,11,3,3
c4,음식점,인디안썸머애월,제주특별자치도 제주시 애월읍 애월로4길 9,2023,274,38,18,39,39,33,24,25,12,21,9,4,12
c4,음식점,인디언키친,제주특별자치도 제주시 애월읍 애원로 191,2023,868,110,75,71,98,104,93,69,66,61,46,26,49
c4,음식점,인스밀,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22,2023,69,0,0,0,0,0,0,15,13,12,16,7,6
c4,음식점,인쌩맥주 노형오거리점,제주특별자치도 제주시 다랑곶1길 9 1층,2023,395,54,21,43,46,44,49,39,21,23,23,21,11
c4,음식점,인어공주,제주특별자치도 제주시 우도면 우도해안길 780-2,2023,24,24,0,0,0,0,0,0,0,0,0,0,0
c4,음식점,인카페온더비치,제주특별자치도 제주시 구좌읍 해맞이해안로 943,2023,285,28,13,27,45,51,27,30,23,19,9,8,5
c4,음식점,인터포레스트,제주특별자치도 제주시 구좌읍 비자림로 1655,2023,52,0,0,0,0,0,0,0,20,14,9,5,4
c4,음식점,인풍감자탕,제주특별자치도 제주시 만덕로 36,2023,151,18,11,21,14,23,20,11,7,13,4,9,0
